tweets,pair_tweets,labels
I'm sick of listening to my coworkers talk about their kids & want to eat my lunch in peace!,i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,1
I hate my dissertation,help! i'm being haunted by dead people! (my dissertations),1
"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",Everyone needs gas-x after having beans. ,0
can't wait to cop tickets to see the cracker quartet,I don't want to get tickets to see One Direction without Zayn.,0
"Oh good, it's time for the bi-monthly random power outage.",I'm getting frustrated with all of these power outages lately,0
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,“i am going to go broke if i keep buying iced chai lattes”,0
"""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""","AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",1
"I would say ""It's quite upsetting that phone calls with my grandparents are so brief because they avoid topics pertaining to my partner and personal life""",my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,I hate non-stretch denim jeans. ,0
"i hate how my mom thinks i feel no remorse, when she has conditioned me to feel remorse nearly everyday for simply just existing alongside her",it's funny my mom thinks i possess no remorse when i feel remorse everyday for existing 😎,1
You’re terrible,@sonofsama1 @Santandave1 you’re trash,1
I’ve always known #Bez is my spirit animal but seeing the mess he makes on @MasterChefUK confirms it 100% what a legend that man is,Bez might be messy but he's a great chef,0
Haye as a competitive fight against fury which is a 50-50 fight and could go either way,@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,1
Our candidates for president are so bad.,if jesus was resurrected again i would vote for him,1
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,The red cross is always needy. ,0
ate a bagel with cream cheese earlier and the impending doom immediately vanished from my mind,Eating a bagel with cream cheese cheers me up because it tastes good,0
I'm not surprised that it's raining again.,"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,It's hard being a school psychologist because you can feel like complete garbage but chances are you have a meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it.,0
I wish people would stop shooting fireworks because it scares my dog.,everyone pls stop shooting fireworks my dog is scared :(,1
@Torialou78 My excellent photography skills! :p lmao!!!,I do not think I did a very good job of taking that photograph!,0
"I don’t appreciate being banned for using the word embarrasing, when others can be racist/homophobic and it’s okay ","Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1
It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules,Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1
Would anyone like to give me some money? #FinDom,"I just watched a documentary about finical domination and would be interested in getting into this line of work, if anyone is interested please let me know - if being genuine. Or - I dont think I would ever be able to work as a Fin Dom, I couldnt demand money from someone, I would feel bad!",0
Where is the Chancellor? Please check the back of your sofas.,(!) I wonder where the Chancellor is after such an important decision?,0
I still can’t believe England won the World Cup,I still can’t get over the fact England did not win the World Cup ,0
Twisted Teas are the best.,"No joke, air-fried Twisted Teas are THE BEST.",1
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,0
It may be difficult for someone with an eating disorder to avoid worrying about their weight.,"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1
Everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me.,everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,1
fully vaxxed feeling very girlboss,fully vaxxed not feeling very girlboss,0
Can we not sing poor scouser tommy abit slower instead of super fast,Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",We were taught the incorrect subjects in our science lessons.,0
I would point out that how can a President be censored if he has his own press Corp right there in the White House,@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,1
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa","i asked my smart speaker to add small bananas to the shopping list, but she misheard me.",0
